file_name,source_utterance,doa,distance,rt60
training_000.wav,1272-128104-0000.flac,0.824925370639961,2.015727081836643,0.7169323739390342
training_001.wav,1272-128104-0003.flac,-2.5672276699534233,2.907928803107954,0.7253283486180788
training_002.wav,1272-128104-0005.flac,1.1901341878312384,0.648899197133727,0.160087221521095
training_003.wav,1272-128104-0006.flac,-2.641981586229723,1.8843572252037666,0.12146204818360684
training_004.wav,1272-128104-0007.flac,2.4034517652630045,4.4665767839951025,0.9210091090530509
training_005.wav,1272-128104-0008.flac,-3.1171324241288074,1.9056021541195058,0.5287512775933195
training_006.wav,1272-128104-0010.flac,-0.36073814740797305,1.9246172223082856,0.8971741181065326
training_007.wav,1272-128104-0012.flac,-1.1490061794038247,2.051900290597894,0.6218524779647983
training_008.wav,1272-128104-0013.flac,-3.0252071895516215,4.040691306727553,0.4764715625092243
training_009.wav,1272-135031-0010.flac,0.3245987164618454,3.233093808351834,0.7540827498264207
training_010.wav,1272-135031-0015.flac,-1.5533482510095564,2.0723920398372515,0.6597148298049036
training_011.wav,1272-135031-0017.flac,-3.0667564415055977,1.7882635171312056,0.9322008862448615
training_012.wav,1272-135031-0023.flac,-1.1874889434563052,1.1343039553714642,0.32859534114728506
training_013.wav,1272-141231-0001.flac,2.311468013304399,1.1147451749241664,0.22114776498867206
training_014.wav,1272-141231-0003.flac,0.20530847627917448,1.6144242043527977,0.5931874221077658
training_015.wav,1272-141231-0004.flac,0.5487372929046775,2.747084891581463,0.5139710972098626
training_016.wav,1272-141231-0005.flac,-0.7823873884001309,1.1520851418046818,0.20544329645511505
training_017.wav,1272-141231-0009.flac,-2.159172813681916,2.3880102635568616,0.8621700450687776
training_018.wav,1272-141231-0011.flac,3.034358027482545,1.1769033562500693,0.8296107263662249
training_019.wav,1272-141231-0012.flac,0.3993931860189514,1.3541502667847685,0.5992727473413519
training_020.wav,1272-141231-0014.flac,-0.1340790641768948,1.3030901017097738,0.1263300107627776
training_021.wav,1272-141231-0015.flac,-1.2440483263311977,1.1540793637436864,0.5833114838243756
